material,type,name,img,mat1,mat2,mat3,mat4,mat5,mat6,mat7,mat8,mat9,mat10,mat11,mat12,mat13,mat14,mat15,mat16,mat17,mat18,mat19,mat20,mat21,mat22,mat23,mat24,mat25,mat26,mat27,mat28,mat29,mat30,mat31,mat32,mat33,mat34,mat35,mat36,mat37,mat38,mat39,mat40,mat41,mat42,mat43,mat44,mat45,mat46,mat47,mat48,mat49
MVGranite,Masonry Veneer,Granite,./img/mvgranite.png,0.40491,0.70353,1.47305,0.62196,0.2249264,0,0,0.59055,0,0,0,0,1.26377,0,0,0,0.2426,0,0,14.4765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVLimestone,Masonry Veneer,Limestone,./img/mvlimestone.png,0.40491,0.70353,1.47305,0.62196,0.2249264,0,0,0.59055,0,0,0,0,1.26377,0,0,0,0.2426,0,0,0,7.67688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVBrick,Masonry Veneer,Brick,./img/mvbrick.png,0.40491,0.70353,1.47305,0.62196,0.2249264,0,0,0.59055,0,0,0,0,1.26377,0,0,0,0,0.26839,0,0,0,0,0,0,4.46019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVTBrick,Masonry Veneer,Thin Brick,./img/mvtbrick.png,0.40491,0.70353,1.47305,0.62196,0.2249264,0,0,0.51673,0,0,0,0,0,0,0,0,0.12369,0,0,0,0,1.93593,0,0,0.9228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MInsMePanel,Misc,Insulated Metal Panel,./img/minsmepanel.png,0.40491,0.70353,1.47305,0,0,0,0,0,0,0,0,0,0,0,0,0.95412,0,0,0,0,0,0,0,0,0,1.21312,21.1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEIFS,Misc,EIFS (XPS),./img/mefis.png,0.40491,0.70353,1.47305,0.62196,0.4498528,0,0,0,0,23.7453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071,0.32707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPrecast,Misc,Precast Concrete,./img/mprecast.png,0.40491,0.70353,1.47305,0,0,0,0,0,1.08336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52818
MMinWool,Misc,EIFS (Min Wool),./img/mminwool.png,0.40491,0.70353,1.47305,0.62196,0.4498528,0,0,1.03347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071,0.32707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSpandrelAlumB,Curtain Wall,Spandrel (Alum w/ Backpan),./img/cspandrelalumb.png,0,0,0,0,0,4.1564609,0.35256,1.33701,0,0,0.06025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37851,0,0,0.00772,9.53241,0.0878,0.27871,0,0,0,0,0,0,0,0,0,0,0,0
CSpandrelSteel,Curtain Wall,Spandrel (Steel),./img/cspandrelsteel.png,0.40491,0.70353,1.47305,0,0,0,0,1.3787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38937,0,0,0,0,0,5.97726,0,0.00772,9.53241,0.0878,0.27871,0,0,0,0,0,0,0,0,0,0,0,0
CSpandrelAlum,Curtain Wall,Spandrel (Alum),./img/cspandrelalum.png,0.40491,0.70353,1.47305,0,0,0,0,1.33701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37851,0,0,0.00772,9.53241,0.0878,0.27871,0,0,0,0,0,0,0,0,0,0,0,0
CSpandrelWood,Curtain Wall,Spandrel (Wood),./img/cspandrelwood.png,0.40491,0.70353,1.47305,0,0,0,0,0.80221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42667,0.00772,9.53241,0.0878,0.27871,0,0,0,0,0,0,0,0,0,0.04543,0,0
RGFRC,Rainscreen,Glass Fiber Reinforced Concrete (GFRC),./img/rgfrc.png,0.40491,0.70353,1.47305,0.62196,0.2249264,0,0,0.66437,0,0,0,0.006,0,10.0892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95104,0,0,0,0,0,0,0,0,0,0
RACM,Rainscreen,Aluminum Composite Material (ACM),./img/racm.png,0.40491,0.70353,1.47305,0.62196,0.2249264,0,0,0.73819,0,0,0,0.006,0,0,1.02715,0,0,0,0,0,0,0,0,0,0,0.60656,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15722,0,0,0,0,0,0,0,0,0
RTerracotta,Rainscreen,Terracotta,./img/rterracotta.png,0.40491,0.70353,1.47305,0.62196,0.2249264,0,0,0.73819,0,0,0,0.009,0,0,3.42382,0.0794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53894,0,0,0,0,0,0,0,0
RPhenResin,Rainscreen,Phenolic Resin,./img/rphenresin.png,0.40491,0.70353,1.47305,0.62196,0.4498528,0,0,1.32875,0,0,0,0.007,0,0,6.84765,0.15881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49826,0,0,0,0,0,0,0
RFiberCement,Rainscreen,Fiber Cement,./img/rfibercement.png,0.40491,0.70353,1.47305,0.62196,0.4498528,0,0,1.32875,0,0,0,0.007,0,0,6.84765,0.23821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89551,0,0,0,0,0,0
RZinc,Rainscreen,Formed Zinc Panel,./img/rzinc.png,0.40491,0.70353,1.47305,0.62196,0.2249264,0,0,0.51673,0,0,0,0.009,0,0.41544,0,0.0794,0,0,0,0,0,0,0,0,0,0.60656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58209,0,0,0,0,0
RUHPC,Rainscreen,UHPC (fibreC),./img/ruhpc.png,0.41335,0.71819,1.50374,0.63491,0.2296124,0,0,0.67821,0,0,0,0.004,0,1.34498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10069,0,0,0,0,0,0,0,0,0,0,0
RGranite,Rainscreen,Granite,./img/rgranite.png,0.40491,0.70353,1.47305,0.62196,0.2249264,0,0,0.73819,0,0,0,0.006,0,0,1.36953,0.21175,0,0,0.83412,0.83481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTBrick,Rainscreen,Thin Brick,./img/rtbrick.png,0.40491,0.70353,1.47305,0.62196,0.2249264,0,0,0.51673,0,0,0,0.009,0,0.41544,0,0,0.12369,0,0,0,0,0,1.56513,0.21708,0.9228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLimestone,Rainscreen,Limestone,./img/rlimestone.png,0.40491,0.70353,1.47305,0.62196,0.2249264,0,0,0.73819,0,0,0,0.006,0,0,1.36953,0.21175,0,0,0.83412,0,0.4842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSteel,Rainscreen,Formed Steel Panel,./img/rsteel.png,0.40491,0.70353,1.47305,0.62196,0.4498528,0,0,1.03347,0,0,0,0.018,0,0.83087,0,0.15881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28663,2.13511,0,0,0
RWood,Rainscreen,Wood,./img/rwood.png,0.40491,0.70353,1.47305,0.62196,0.4498528,0,0,1.03347,0,0,0,0.018,0,0.83087,1.64344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07644,2.16099,0
