material,type,name,img,label,mat1,mat2,mat3,mat4,mat5,mat6,mat7,mat8,mat9,mat10,mat11,mat12,mat13,mat14,mat15,mat16,mat17,mat18,mat19,mat20,mat21,mat22,mat23,mat24,mat25
mBaffle,Metal,Metal Baffle,./img/Ceilings/Axons/Axon_MetalBaffle.png,M - Baffle (Metal),0.00337579,0,0,0,0.635447566,0,0,0,0,3.459835173,0,0,0,0,0,0,0,0,0,0,0,0.409302565,0,0,0
mPan,Metal,Metal Pan,./img/Ceilings/Axons/Axon_MetalPan.png,M -  Metal Pan,0.008122202,0.500364809,0,0.001656753,0,0,0,0,0,0,4.344593446,0,0,0,0,0,0,0,0,0,0,0,0,0.778557204,0
mPerforatedPan,Metal,Perforated Metal Pan,./img/Ceilings/Axons/Axon_MetalPanPerforated.png,M - Perf Metal Pan,0.008122202,0.500364809,0,0.001656753,0,0,0,3.524470696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778557204,0
hcGypsum,Hard Ceiling,Gypsum,./img/Ceilings/Axons/Axon_Gypsum.png,HC - Gyp,0.008122202,0,2.023983712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701765082,0,0.412977355,0,0,0,0
hcMoistureResistantGyp,Hard Ceiling,Moisture Resistant Gypsum,./img/Ceilings/Axons/Axon_Gypsum.png,HC - Moisture Resistant Gyp,0.008122202,0,2.023983712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602959308,0,0,0.412977355,0,0,0,0
cFiberglassTrim,Cloud,Fiberglass (w/ Trim),./img/Ceilings/Axons/Axon_CloudwTrim.png,C - Fiberglass (w/ Trim),0.032488807,0.281455205,0,0,0,1.606708972,0,0,1.651460343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cFiberglass,Cloud,Fiberglass,./img/Ceilings/Axons/Axon_Cloud.png,C - Fiberglass,0.032488807,0.281455205,0,0,0,1.606708972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ltFiberglass,Lay-In Tile,Fiberglass,./img/Ceilings/Axons/Axon_Lay-InTile.png,LT - Fiberglass,0.008122202,0.500364809,0,0,0,1.606708972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ltMineralBoard,Lay-In Tile,Mineral Board,./img/Ceilings/Axons/Axon_Lay-InTile.png,LT - Mineral Board,0.008122202,0.500364809,0,0,0,0,1.364405934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ocAcousticalSpray,Open Ceiling,Acoustical Spray,./img/Ceilings/Axons/Axon_OpenCeiling.png,OC - Acoustical Spray,0,0,0,0,0,0,0,0,0,0,0,0.120894608,0,0,0,0,0,0,0,0,0,0,0,0,0
ocPaint,Open Ceiling,Paint,./img/Ceilings/Axons/Axon_OpenCeiling.png,OC - Paint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412977355,0,0,0,0
wVeneerDense,Wood,Dense Grille (Veneer),./img/Ceilings/Axons/Axon_DenseGrille.png,W - Dense Grille (Veneer),0.00675158,0,0,0,1.270895132,0,0,0,0,0,0,0,-0.013022705,0.665741934,2.016943052,0.003468284,0,0,0,0,0,0,0.036087104,0,0.008201619
wVeneerOpen,Wood,Open Grille (Veneer),./img/Ceilings/Axons/Axon_OpenGrille.png,W - Open Grille (Veneer),0.00675158,0,0,0,1.270895132,0,0,0,0,0,0,0,-0.015304229,0.724345977,1.512707289,0.002601213,0,0,0,0,0,0,0.027065328,0,0.009924176
wPoplarDense,Wood,Dense Grille (Poplar),./img/Ceilings/Axons/Axon_DenseGrille.png,W - Dense Grille (Poplar),0.008122202,0,0,0,1.270895132,0,0,0,0,0,0,0,-0.269469809,0,0,0,0,0,0,0,0,0,0,0,0.018903017
wPoplarOpen,Wood,Open Grille (Poplar),./img/Ceilings/Axons/Axon_OpenGrille.png,W - Open Grille (Poplar),0.008122202,0,0,0,1.270895132,0,0,0,0,0,0,0,-0.293121926,0,0,0,0,0,0,0,0,0,0,0,0.017950225
wWalnutDense,Wood,Dense Grille (Walnut),./img/Ceilings/Axons/Axon_DenseGrille.png,W - Dense Grille (Walnut),0.008122202,0,0,0,1.270895132,0,0,0,0,0,0,0,-0.013022705,0,0,0,0,0,0,-0.051433631,0,0,0.024206249,0,0.008201619
wWalnutOpen,Wood,Open Grille (Walnut),./img/Ceilings/Axons/Axon_OpenGrille.png,W - Open Grille (Walnut),0.008122202,0,0,0,1.270895132,0,0,0,0,0,0,0,-0.015304229,0,0,0,0,0,0,-0.055719767,0,0,0.018154686,0,0.009924176
wMapleDense,Wood,Dense Grille (Maple),./img/Ceilings/Axons/Axon_DenseGrille.png,W - Dense Grille (Maple),0.008122202,0,0,0,1.270895132,0,0,0,0,0,0,0,-0.013022705,0,0,0,-0.52743304,0,0,0,0,0,0.072618746,0,0.008201619
wMapleOpen,Wood,Open Grille (Maple),./img/Ceilings/Axons/Axon_OpenGrille.png,W - Open Grille (Maple),0.008122202,0,0,0,1.270895132,0,0,0,0,0,0,0,-0.015304229,0,0,0,-0.571385794,0,0,0,0,0,0.018154686,0,0.009924176
